original_text,noisy_codeword,snr_db
QQtIDAu,"[0.260201218531955, -1.141622206377151, 0.6991563678515145, -1.8478543974548831, 0.7473339524718688, 1.3608656941946375, -0.6857302619688201, 0.8271313523842556, -1.772764897131195, -0.42452478655577497, -0.36718008572033267, -2.4319775462863866, 2.0091356292137164, -0.36806496119000165, 1.7519472599290027]",2.0
S ,"[1.6480766603645636, -0.9172633563837403, 1.1406008378089973, -1.019751283060622, 1.2641310852759151, 0.4899028979919905, -0.5566886593359642, 0.8537928389168649, -1.5742109442828898, -0.2949703928137135, -1.1107091595272671, -0.8703081715211022, 1.9038524372167016, -1.7118995368430303, -0.5784908426460085]",5.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[2.0946884747762615, 0.9667127478613231, 1.169375936083994, 1.4520443219592878, -0.0727129680403561, -1.0598707398892284, -0.25191708726630324, -0.7789320955274205, -0.37572530185070163, -2.3699774436298524, -1.6046093234496357, -1.7527150476313849, -1.2165363266572338, -1.2145439970534506, 0.25133393267213533]",1.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[-0.19253912382157568, -2.503817281513357, 0.093333827152971, 0.5283700705363298, 0.5104840906450014, 0.6693264370964098, -2.22236959287386, -0.6562461471481597, -0.6930613964654915, -0.9075333649612831, 0.781338197227633, -0.4790325207469751, 0.6836691424844525, 3.5618127557795565, 2.524856866106478]",0.0
ptOKEo,"[1.1750683964540831, -0.6724665893107811, -1.8640651889485866, -2.59466615802799, 2.1787139282623436, 1.2164925899195356, -2.629279369526894, -1.420516411177839, 0.19895434103440413, 1.1624526121463998, 1.2386293930950876, 3.5937300260159657, -1.2945495948695886, 0.631443528263471, 1.286743559170554]",0.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[1.5273018511550696, -0.9464884065951051, 0.9938847619836334, 0.42271845355976045, -0.8712822535732743, -0.7073598490503485, 0.8532683321289398, -1.0351188359274064, -0.2647185633329069, 0.8223618573935498, -0.45939267157512376, -0.8608019998871872, -0.43257416102261714, -1.8445711331947443, 1.123779209531401]",4.0
FffVXM,"[0.9705248376775599, -0.7082979839700357, 0.1079596565651264, 0.7588878333604945, -0.17772631592922417, -0.6911060585758912, -0.517762106559662, 0.26644133072661647, 0.724861110763018, 1.4510994105899424, -2.4617452504852277, 0.4844326940275545, 0.2830111957164152, 0.1257666013442441, 0.4835452082375947]",2.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.12539966710985873, -1.3445468704149242, 0.14923018332861737, 1.6508502829916738, -1.391772906097076, -1.731872640291821, 0.9619756420409381, -0.647538742236731, -0.4854801991943726, -0.3717025127754099, -0.8956032586044828, -1.362255134847363, -1.5041936582423778, -1.7363427537134135, 0.9742194144383866]",5.0
OlgbN,"[0.7926859993328812, -1.935049692450637, 2.8273827556402997, 2.1092191502279984, -0.884638067477829, -0.7374190721371277, 0.7351970213125636, -0.28924610582922916, 0.07205274830250619, -0.4683440079480855, -0.0730075112932852, -0.25605673544986207, -0.9564304305970475, -1.4781736382667217, 1.433280186769387]",3.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[2.6803797013525896, -1.977554931136197, 0.5422411763884671, 0.7202062334337421, -0.4384730163187808, -1.5581128608073744, 0.7954031303937794, -0.7214255126226194, -0.3153126563100018, -1.603197753976846, -2.662265383716452, -2.0873640794922723, -1.1801859306468956, -1.915592767278643, 2.436612728236728]",1.0
Qv,"[-1.2348274661719096, -2.5428065027360294, 1.7191457690672092, -1.4691726009073898, -0.0018506014714099184, 0.18420371696784055, -0.7194083192935558, -0.22201113780735326, 0.14465726008223423, -0.15635779934124405, -1.8586853896063165, -1.5075959915093966, 1.2603583999903698, 0.5980774907097366, 0.3119649912131277]",0.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[1.991321305942789, -0.18124831148085885, 1.3372614208046507, 1.953143208948532, 2.218327756625423, 1.3587399337120272, -1.1034822757709097, -1.0869844511849829, -0.9161287427706343, -1.5504617696525118, 2.3540186155477025, -1.5201675794990273, 1.4374575023610225, 1.073154666007931, 1.9434680617292504]",1.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[-0.14897382115960767, -0.4408653033496578, 2.1349514244609122, 1.2646617957661879, -0.8256026199751832, -0.8145317251501004, 0.7946259937131708, -1.7720458120407376, -0.390572224180624, -0.6796633075803299, -0.3362650323860661, -2.3472325402815364, 0.4756393967532109, -1.9430893907201743, 0.5078625979445233]",1.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[1.5118423805870034, -0.7215347411946955, 1.389646422274449, 1.170560895902687, 1.3281813650813241, 2.3963300039383193, -0.9828469760252744, -0.782310784595929, -0.5215361788816404, -0.18624185371609225, 0.8830773824015296, -1.062388999492875, 1.0130682475566584, 2.064451238158566, 1.3278164907850094]",3.0
CS,"[1.9982005468008497, -1.6643909670898167, 2.6020350939614056, 0.6688836059350007, 1.8498315011408875, -0.6936831172727789, 0.40674375328136336, -0.7607690456168867, 0.5785418499758752, -0.4151715157620316, 1.1819940161575997, -1.3079265291811266, 1.4052206614972487, 1.5518368859044644, 2.688421983301896]",2.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[1.0224328025817482, -1.6912353145331354, 1.5945744054823705, 0.8570500246406183, -0.9865049383429133, -0.9009911389806506, 2.457909839278133, -0.5397155120947184, -0.5452995872899771, -1.0698826637725474, -2.3086086196573494, -1.5424035940588001, -0.2760540502811485, -1.3047065417939558, 1.0568559268891244]",4.0
La communication numerique est au coeur de notre societe moderne,"[1.807023356273499, -0.9873134365737097, 0.930793315006035, 0.1691719366701111, -0.30569127052076406, -2.203630315724528, 0.5782891260970551, -1.7807036469402646, -1.0035104645349295, -1.8665683165248261, -0.6008763829015127, 0.8100150861762268, -1.5382097370248864, -0.6331942690274502, 1.9496077724799943]",1.0
eXydJY,"[1.355962787340503, -1.190513684252026, -0.36184394640984885, 0.36594936650115684, 0.4993294275114889, -0.5495946509839722, -1.3061352028523567, -1.4411462418457957, -0.5334248642627671, -0.753921113230825, 1.7629152191200077, -1.2255578595819365, -0.3450587014610834, -1.2142439218972665, 0.7380727688356804]",4.0
qO,"[0.5149327179310242, -0.18979941117622334, -0.8168262970561335, -1.0419081122913667, 1.0013432413701426, 2.1765021977958257, -0.20335589172517987, -0.7256171885239036, 1.6946882755583017, 0.008947027722044254, 0.28349149787649397, 0.9603123242776923, -0.291850876963509, 0.5843203276866291, 2.599077608829101]",4.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[1.433383662156667, -0.20048605311554424, 1.1019115903433185, 1.0736106165271802, -0.20714895407182343, -1.999848639689501, 0.49962073665619433, -0.6469271799067762, -0.9002779255265259, -0.45987104062621276, 0.00548962285221033, -2.2494058557320287, -1.0484428559736818, -0.40831598015294335, 2.144794345839209]",3.0
yEvAZ ,"[-0.8923730027318473, -2.541723048895204, -0.9303893929050283, -0.5266228266672514, -0.15794247664969763, 0.17998850008025113, 0.1810114325062776, 1.7237745694125786, -1.9411519907914667, -0.6451817268247064, 2.635141307036603, 0.8810527833379185, -0.06960553056183638, -2.959569211112037, 1.7270513786960064]",1.0
N,"[-1.1969179032945387, -1.3298745254229574, 0.5309235115342725, 1.6716680889542346, -1.0503210822615752, -0.6725076061332448, 0.521319140875514, -1.0496376716822662, -0.17686183908854247, -0.6195788592188723, -1.4568515408799545, -1.5441307598056082, -2.4944658092966527, -2.892442695692499, 2.4318592352362045]",1.0
oRBr,"[0.6531543893712859, -1.1186333170571139, -1.1683492633051435, 1.4152859379162603, -0.724948707307455, 0.3660199577158101, 2.221873347788831, 1.0566398661737608, 1.07103520633589, 1.0502437634461723, 2.2202703658747627, 1.4347749563930967, 0.4362597310502244, 1.817675024005121, 0.5903295166595581]",5.0
gubXwUv,"[2.052867189333681, -1.9374105219502447, -0.8768210530670045, 0.3658142485580895, 1.6912103288220608, -1.970343605378207, -1.6906179593489334, 0.3533137076880264, -1.611080290444106, -0.9237254396914665, 1.6473920016568655, -1.486711712928187, -0.943871074840237, -0.4173510712207005, 0.12333241049394739]",4.0
utJ,"[1.6413928704596445, -1.1985756946086745, -1.5052314983716142, -0.7759223965252842, 1.8731307563530826, -1.7020615103299166, -1.6268780318701883, 0.5050743055285689, -1.1956942401292925, -1.3353763384371682, -1.6323223955001303, -1.225722354276756, -1.0756425974252886, 0.4948278848830723, 1.881458055476839]",3.0
La communication numerique est au coeur de notre societe moderne,"[-0.6883657754681358, -1.1463167602553723, 1.638018423800224, 1.3843806651105364, -2.121100498982649, -1.1402035617904487, 1.880983222053425, 0.4712923225288319, -1.198509810780436, 0.31127840555919484, -2.360121502421758, 0.853729401514657, -1.3424421031200404, -1.4348670397765977, 1.1740020086290348]",1.0
azI,"[0.710685408127295, 1.6337399179077718, 0.04585339867173954, 2.917990753285433, 2.591154519399507, 2.0863891578033424, 0.6232390884379084, 0.6172122892452773, 1.0915664639642384, 1.4328008734031092, -2.4813769966539176, 1.885042129258164, -0.6657791023220726, -1.4850711816985855, -0.23409681559317042]",0.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[3.054108032984626, -1.4379066149154016, 0.3273566406563623, 1.7246786654171316, -2.0724177760827427, -0.20437258811547943, 0.5983922678083564, -1.0322422072352722, -0.5859370705610919, -0.22256898501097888, -0.6939298619092422, -1.8107700298440532, -1.658523638908059, -1.2478611007679143, 1.5041481405057167]",1.0
La communication numerique est au coeur de notre societe moderne,"[0.9326656011881646, -1.0838417225756782, 1.7459276201225709, 0.4035321308572293, -0.6250910789730186, -1.6141993948092135, 0.03412617245813687, -0.9866129268567226, -1.3324745180945496, -0.8069825789700595, -1.2208319068943823, -0.5437309229262199, -0.5145000260238515, -0.9715510316834834, 0.023062608755553438]",5.0
La communication numerique est au coeur de notre societe moderne,"[1.0236943331090707, -0.4819608728802025, 1.679507590477753, 3.0201249589018477, -0.9429133665934105, -0.836598845710191, 1.266317529173689, -0.94882255497775, -1.0810728661698104, -2.3107829242403874, -1.0284978254161596, -0.926966167172374, -1.2191769551729486, -0.5388475335743399, 1.5685745636524677]",2.0
B,"[0.4818582746162875, -0.923956551647192, 0.5395167443647626, 1.2194045331745917, 2.349095832087365, 1.257232961176486, -0.6734299293062536, -0.567891788426359, -0.5444105773090305, -1.6545502117278534, 1.0022688631224117, -1.2137707431936495, 1.8641523968129894, 0.2457221614467412, 1.0040117609268915]",4.0
VWhXIv,"[1.35012853203586, -1.2121522201686505, 1.6676054344322853, 0.24674724814941307, 0.9284668153582212, -1.078367135290381, -1.9267165841467022, -1.450498587009053, 1.2227778395189004, 0.9947054109523452, 0.19037681639565862, 0.5152703506112057, 1.1315981567861964, -0.3761569285026666, 2.2360522004880314]",3.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[1.6743388914647115, 0.18720583743732044, 0.4677480884914398, 0.2354813092622019, -0.5485706316676561, -1.8784684745777387, 0.8768201978375069, -1.429030145246086, -2.021815284381522, -1.6261116614285593, -0.8173921912769663, -1.707095636732907, -0.6843019434677831, -1.861955361087531, 0.13853372927479468]",1.0
l,"[0.9487349866175202, -0.9623996033543769, -0.6114651599780601, 1.3819900465018977, -1.1755788716605364, -1.5601465274284843, -0.2471901602568225, 1.237280498907555, 1.057762827522251, 1.2507899202007418, 0.07141698244780692, 1.0854781911389688, 1.4186034158781964, 0.5705766251814102, 0.41776089250641213]",5.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[1.225382177936125, -1.4107775926030808, -0.31070132714260934, 0.5614456601818938, -0.5755268439016443, -1.9048084178496851, 1.291503774063841, -0.0748068093078138, -1.2153542291012163, -1.1558714969457704, -1.342899981678051, -1.7986297379888778, -0.8540783760929441, -1.713604483484652, 1.3477827348981575]",1.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.5939523435942711, -0.3563555100422048, 2.3756247987982, 1.2004835081299037, -1.4508768753219443, -1.9544942948958022, 2.1009970504188065, 0.3125380531206483, -0.5182806485003247, -2.2793361479011773, -1.3688596551113754, -0.6426843201355273, -2.23331530607429, -1.816283651896108, 1.1603234631912978]",1.0
vJIBbeV,"[0.036498810710452245, -0.8127136850390343, -1.2286680955356302, -1.3870488495524302, -0.19704987206301716, -0.7497611772877903, -0.5739958586809035, 0.7055652870526422, -0.5514187284578327, -0.6611121060808245, 0.5706682198292399, -1.0931675769254823, -1.6860466771613405, 0.6478542878427872, 0.6548605551327711]",4.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[1.171110307674253, -0.4366792476481105, 1.569265355880677, 0.8157954382894022, -1.5782820090778655, -0.8637321091121837, 2.286403515092625, -1.5411483640673045, -0.31798132519655575, -1.745061022402087, -1.8800408241670352, -1.0634281357151123, -2.160413917910457, -0.9557650183184732, 1.6112289722233633]",0.0
vZp,"[0.19933748725369882, 0.21587842734746454, -1.1750145211745555, -0.4756915803186078, 1.2457500078112373, -0.6458448355288939, -1.394806546969785, 1.047602295429236, -0.48844641818328516, -0.7495882698224251, -1.7623103930711213, -0.361193824461879, -1.221585420167857, 0.6259542369595652, 0.9788057208582104]",3.0
quOM,"[1.4540959857967282, -2.284986155203194, -1.5495231410194177, -2.163679881377524, 1.2911593585092167, 0.4148441624404726, -0.7270969118564234, -0.1428351696172787, 0.43025442348992915, 2.2381071015326097, 2.1991995924177674, 0.32028095913100485, -2.4573213999374603, -0.9592809688780657, 1.9838622820200458]",1.0
PkyjYTE,"[1.6528921033917054, -1.2063217016452876, 1.2775197681991817, -0.6905695791709956, 0.22340236323661533, 0.02868276376463197, -0.6086415225353443, 1.0536622760690748, -1.1485268611818022, -0.8071929929248403, -1.5793410340728151, -0.31984179443375993, 0.4901222881015187, -1.0196076520849027, 1.2219371041878602]",3.0
rrQy,"[1.7094872573763182, -1.1395253605407074, -1.362232130163334, -0.04294006357584823, 1.4545410902744442, 1.2037804047041363, -1.9935307118076442, 0.6740536597056583, 0.18627887604644555, 1.3234239793234228, 0.07891446788834122, 0.9313312809368329, -0.6101158811634717, 0.7394713598034532, -0.08286052301338809]",3.0
HTWk TS,"[0.06164485269584519, -1.4370167692882803, 0.808332492533297, 1.0285181007841682, -1.3574305935539832, 0.7793957816198883, -0.3356667309902974, 1.334604320172553, 1.286485941844146, 1.4498574564285898, 1.7931693379610465, 0.3050024277420711, -2.3190316926253636, -1.1508870380992504, 2.071681458600845]",5.0
JLtWdjm,"[0.29967915612748885, -1.7942674353246792, 0.7663125373492006, 0.7503164993924847, -0.41022826832452786, 1.7104189940107597, 2.5979868340815826, 1.3483776450647587, 0.5541067771299292, 1.374073013197946, -0.6159001631024896, 0.7535829653207996, -1.0184492248760293, -1.004630281944473, 1.9982090849343348]",2.0
TekbNm,"[0.6944979431064768, 0.5970027923993793, 0.22654127514884093, -0.9869269403834182, 1.1837725453896026, -0.449385876127643, -1.0736233070095833, -1.1532291893499067, 1.3583756647083756, 0.686799396508011, 1.5724745896851082, 1.9261647940829274, 1.8081451335031984, -0.25547730643752053, 0.7380269060532623]",3.0
snUiC,"[1.4671699197140209, -1.9564748812092665, -1.52750858165198, -0.8327244466479113, 0.9345591802387546, 1.6992068790821169, 0.02557576840800513, -1.9138948613907765, 1.0723374547338544, 0.49201115395130535, 0.3751170116259006, 0.028379572671395237, -1.4773930887657722, 0.843985857878634, 0.5214842045863239]",4.0
