Mot original,Trame codée bruitée,Trame binaire originale
k,"1.281269618057637, -1.2180226438183586, -1.2134865932970658, 1.3486992980918209, -1.1127843702564841, 1.2326277976249318, -1.365585176537632, 1.403745198169664, 0.8520152973050606, -1.089413905319212, 1.1373668263448815, -1.0089902436891538, 1.007091358791235, 1.244423056510104, 1.1726656454670685","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
j,"0.9327170992244758, -1.049749986872693, -0.8400381225162123, 1.0068656592169085, -0.9828544474935117, 0.9256357462145487, -1.1206510560568732, 0.7717920058784359, 0.978370918497625, -0.7669810760074893, 1.1742651219916056, -0.9692796128964511, 0.8964974851487246, 0.6747991863170835, 0.9797466646968113","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
33ao23jz,"0.9404682071001943, 1.1063326660531185, -0.7721687245609418, -1.2342390219139612, 0.86841102217085, 0.9327467123163643, 1.0503800017010914, -0.9631086336987713, 0.9108028574895956, 0.958491805190507, -0.7562084872923968, 1.118436059583179, -0.9156871202731747, -1.1138188042216715, 1.1588349246123855","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
cxgj2j,"1.194898575548858, -0.9916291581117602, -1.087331802220032, 1.1336893391439962, 0.9153088764809846, 0.8109662069555824, -0.78001063272494, 1.1706412637086867, -1.111423884113397, 0.7752643093459264, 1.1748082346789932, 0.9350096788055531, -0.6592005168807658, 0.9791142392634664, -0.9884685879236325","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
5k,"0.9834105268056786, 0.8302577901579249, -0.8827122909873075, -0.8680928104304578, 1.170115161400994, -0.8205760438440606, 0.8266590820254539, 1.0188290737020145, 1.1848389481256303, 1.0436970756708002, 1.144952340667204, 1.015004287802522, 1.0579893444929183, 0.9921235059087467, -0.8501888683558715","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
q,"1.2143127242944955, -0.9244210201262828, -1.2007631304592221, -1.1484548392504739, 0.9541477547184204, 0.8949989284006146, 0.8517725294136156, -1.0545367418473512, 0.7511173289189146, 1.1432488666236484, -0.9570930342911701, -0.900055771527323, 0.7953797722799629, 1.1624374184439508, 1.143088273686745","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
rdzjpxrnhp,"1.0000379296822457, -1.070174676555488, -0.9063866517230512, -0.9722418895104714, 1.0774328565620033, 1.0145090656687559, 1.0784133350466902, -0.7316025027866222, 1.0311498286880336, 0.7858590251560679, -1.022574918184784, -0.9746298983802556, 0.8644150845233342, 1.069960183052971, 1.0687556420204964","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
sj,"1.0795350554666332, -1.2738981188076062, -0.9139325947252743, -1.122386897360042, 1.0120626283141219, 1.2040230279186641, 1.113502510971755, -0.8636703508688159, 0.8386593965351026, 1.2126393987269632, -1.3192119505476085, -0.9876823269767411, 1.06002777562837, 0.8517917715641542, 0.9883909605853158","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
t8ukm3tz,"0.9615110226226026, -1.1261115451559351, -0.9212349523598959, -1.0360201103496618, 0.9958326857202239, -0.9707252123458157, 0.8743943180734308, 1.172170844864793, 1.1113609128829098, 0.9652111203512186, 1.0652088009115206, -0.879727081884912, -0.8183645584011036, -0.821564491561692, -1.002152370686977","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
davsqb8,"0.9052905394785202, -0.829262561090606, -0.9151809101184212, 1.1481394600113786, 0.8744449909362774, -1.0477106598377777, -1.0541186413710635, -1.0102456000758897, -0.9343999685807026, 0.8877921625200667, -0.9804347136299508, 0.8539768091641899, 0.9216288698540462, -1.164475488385185, 1.0982045896739785","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
nj1kvohu,"0.8958898379180527, -0.9742984506175391, -0.9808890179044266, 1.0942514191381136, -0.7886684231277956, -1.1295790745995522, -1.016765156599441, -0.9997948384392938, 0.7516284030141962, -0.7343909325873508, -1.00078976690874, -1.1085905850034654, -0.6935979711642094, -0.9972733574586805, -1.01374390716502","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
30d6kq39ph,"0.7492626678689567, 0.958213123748247, -0.9196959487994092, -1.1242452709786757, 0.7835674115586964, 1.1216419813495957, 0.7557578971422645, -0.8746298028765401, 0.9519643926840672, 0.9857011063725878, -0.9261509905407017, 1.1509241234637688, -1.12053675764862, -1.1745276064507293, 0.939762591368233","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
hmz3knh8,"1.1771763287473762, -1.0595050706180784, -1.1149525051568336, 0.660549940690669, -0.9317630147957321, 0.9591558059249404, -0.9070944591997837, 0.8732616450541049, 1.0441743380283972, -1.1182511479517598, 0.9856016430785411, -0.8501295301026022, 0.9233030779532365, 1.2885122115593788, 0.9632506264918822","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
2,"0.8380570152174319, 1.1836596030919067, -1.0903110576007, -1.2420725307320934, 1.1053652699694922, 0.9204472445682826, 1.0918844191986696, -1.1321804688603017, 1.0255766555113666, 0.9454908828936404, -0.7112263630265896, 0.8117777158774038, -1.0988743190356542, -0.8013093383807575, 0.9581672990458081","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
m74ho4aub,"1.1104488502541723, -1.0961710436166732, -0.6479754721217055, 0.9518536824512522, -1.070692969175893, -1.0511631828458032, -1.1150614556472451, -0.8537881260042163, 0.9336964457863777, -0.9743941746997448, -0.8401028504726128, -0.826261118684575, -0.9680582311450157, -0.7714370019985984, -0.8552076408187554","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
7jgowo7cm,"1.1706597742917402, 0.8155518347028202, -0.926078963721363, -1.1201023350032504, 0.9860691211473815, -0.9025093327216999, 1.034715818332088, 0.9280298357724807, 0.9142134080779677, 0.9855302522666548, 0.8856954535033733, 0.8758689843532114, 1.0436485948251417, 0.7940528721275347, -0.8699851909507994","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
,"0.7948663055557408, 1.0051736588182218, 0.7328667152041941, 1.0985713100310075, 1.0049203100867634, 1.0599499433480477, 0.7026054927753913, 1.074744182836152, 1.1348829381091516, 0.7721570177133446, 1.2253055626939129, 1.2926704625668397, 1.0265037608099885, 0.8785204764779522, 1.1495873742681157","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
b,"0.9731175830066081, -0.9810558572250891, -0.9114883420253862, 1.041000107254724, 0.935835811110266, 1.052479812874369, -1.0953934211643894, 0.7138068460221942, -0.897512136061091, 0.9704169120429916, 1.0075536507851748, 1.089412497825814, -0.7535114761135052, 1.0794520355252222, -1.0269224566776471","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
,"1.00741169803148, 1.1992412948643847, 0.7867769703691627, 0.9045253080324085, 0.9978731224853685, 0.9442290315366717, 0.9957660964998214, 0.7763991131559961, 1.216769628994631, 1.0613288588686796, 1.1457164031167246, 0.782609099890841, 1.0078733403033302, 1.0440709127446683, 1.1301075518395922","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
vmreg,"0.792210720772683, -1.2296799054472183, -0.8926731103801964, -0.8469556729215205, 1.0004343971978213, -0.8280563982779794, 0.8668434411732467, 1.2203783192031492, 1.0242564477278209, 0.8474602752859808, 1.0029784081686746, -1.1236564345624793, -1.0471705338762616, -0.9952594910859688, -0.8822967044179709","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
aobp,"1.0741283867341547, -0.9685923804087574, -0.9667240246883011, 1.3345769972602017, 0.7378303386680648, 0.9998799246255463, -0.8350640643529468, 0.8241157079073654, -1.0359757710023367, 0.9510313102614562, 0.9259237510576976, 0.7471121831323309, -0.940830826344257, 0.8374694243867761, -0.9164557008346089","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
,"1.1546813058052485, 0.9929862690241481, 0.9824814296337814, 1.2198681548018404, 0.9150216383976936, 1.2429318169558006, 0.8875293896644874, 0.8465379813003061, 0.8514073009460206, 0.8035943171154059, 1.1396262300580426, 0.9375974281624903, 0.9209582539629811, 0.8574699814599388, 1.0139449483482688","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
7rbei,"0.9249109733030054, 1.0208027306865999, -1.179349088815888, -1.300361487816169, 1.2333477760845315, -0.9620984619461265, 1.2295175770768627, 1.0294763953900896, 1.0223563152287145, 0.745576750516649, 1.0034456094217459, 1.1337057183429624, 0.99754504943083, 1.2083394838855457, -1.0053222444200642","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
aujzvt,"0.9927206800279751, -1.1468032884386652, -0.9813174734587549, 1.2457486573691168, 0.8873968829240769, 1.281306464109689, -1.238651109621689, 1.0544498195995842, -0.9382724766046993, 0.6881937520046953, 1.0155801697344138, 1.0783374205406178, -1.0413154696724325, 1.161340688021046, -0.9915527249800608","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
2t,"1.0061309457564502, 1.0593655139495488, -0.7489556948858078, -1.1009489024639032, 1.2059429608738226, 1.3688106986133872, 0.9140201228743254, -0.9613233505609703, 1.383162241489288, 0.9759343598172101, -0.8597613627641317, 0.9414722973199383, -0.9535001767087459, -1.0388642980964768, 0.7700791649867932","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
1055hgyd,"1.3654544823293104, 0.9639352708867899, -1.0415217427588614, -1.0083029765513154, 0.8884334676957382, 0.8126802697587384, 0.890826751704907, -0.9309674314420882, 0.83831745389305, 0.962451925439341, -1.096237967699127, 0.8467848486408527, -0.9221223949532333, -1.023968277802132, 1.3646195434826445","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
cr3v3myi47,"1.0541589762079386, -1.0252280990301608, -0.8755055332468609, 0.8822600559477135, 1.053297757053591, 0.8651667092778612, -1.067439957592162, 0.9334496128598708, -1.04178404430095, 0.8331741143358798, 1.01088609011848, 0.6116470449994706, -0.9974342353806649, 0.9551467955353873, -0.9565806820084266","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
fo2o,"1.0576698607578576, -0.9387342104185515, -1.3745721092252983, 0.885142179103522, 0.9170874785714698, -0.9032396750562919, -0.8112948223480575, -0.9441799524108185, -1.0520115911778412, 0.7868832754932713, -0.893931959873133, 1.0620914075550583, 1.0964680049475926, -1.071559895521527, 1.0718581696266491","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
6sa63ka4,"1.067710645120362, 0.8618828379566238, -1.2718039287888536, -1.2864169343941656, 1.2545192782933416, -0.9150361264997879, 0.7866235557578181, 1.1688894459784531, 0.9591632749907705, 0.9104156644623885, 0.9576617465582509, 0.8477877129332214, 1.0521783678512115, 0.9256150520721127, -0.9998827094887626","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
fi1m,"1.0377775464690258, -0.9916007414060395, -1.2898966185624592, 0.9410652506911936, 1.0665097000278012, -0.8857405501499953, -1.0824905622344099, -1.055599076376293, -0.8425324021862104, 0.8984558866740859, -0.7274060670405722, 1.3085671731002184, 0.862468617748691, -1.1603320714430174, 0.9008218280485701","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
6cl,"0.8594415694680935, 0.9242299958346789, -0.929475249738263, -0.9059948962935309, 0.9114368052110826, -0.8651408163650873, 0.9230724188264806, 1.1623623643435972, 1.0389190936770205, 1.0576119095530807, 1.019164070398758, 0.9323625829720463, 1.192928633122857, 1.209440847258826, -1.0873583180601802","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
o,"1.3251327061923555, -1.0987776435231207, -0.811875589962089, 1.0924101486876605, -1.112553785492998, -0.7776885729099547, -0.7820180147144338, -1.0675953965130007, 1.072460463506415, -0.9240656880298674, -0.8138866070878759, -0.6917399438517373, -1.0413183178267742, -1.1223151558455082, -0.9490049102791156","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
9jo8ty,"1.016222008173976, 1.050383690546301, -0.9401311648789715, -0.9910298897148362, -1.0465807847310862, 0.8647861611154153, 0.9798470298476745, -1.145469077040226, -0.9840464572771401, -0.9455307034508507, -1.0590961466145088, -0.7954532014661149, 0.9852245539295124, -0.9978945286644693, -0.9171291284445255","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
atx8,"0.7252434414416356, -1.111149601790433, -0.9797664101663629, 0.9433846666543022, 0.7630886684588516, 1.018474653247061, -1.0896568154361252, 1.2346572848853927, -0.7548870342303015, 0.9998685916541001, 1.0203102918120357, 1.0266765167587948, -1.1213237011577157, 0.9191545563357042, -1.0337042737546824","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
jgsz4x,"0.9294984900640832, -0.984457111721852, -1.1332440926183962, 0.9525211287396443, -1.0933618994318905, 0.7801159641990651, -0.8404257922973466, 1.1900117237177599, 0.9026759957012677, -0.9916216494340883, 1.2415799944251338, -0.9197129578998411, 0.8887170696859304, 1.0043891780401393, 1.077847061847739","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
,"0.8846926277432612, 1.040309300214094, 0.9103660976281914, 0.971421916381683, 0.8041086519346629, 0.9444947992107605, 0.9639978021487201, 0.9624618402755509, 1.111602462598667, 0.7759663611942533, 0.9911253926422584, 1.1653825863625582, 1.0307522715606798, 1.3067586526024417, 0.8734154368118631","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
y,"1.0243075305800893, -1.0677623799019973, -0.9515309752543314, -0.9394019259103117, -0.9917167953384549, 0.8445683128630506, 0.8469870451709182, -1.0147554193313337, -0.919051622640368, -1.250118940714456, -1.0345970005359024, 1.1799471815078062, -1.170921000036528, 0.7646621823953367, -0.846595596929059","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
0,"0.890929037634199, 1.0691518868345702, -0.9432194610062656, -0.9809168275610857, 0.8024418813456049, 0.8776679606009573, 0.8867924898652343, -0.9494093489651549, 0.9694980613746328, 0.8071384480583806, -1.012790782612979, 1.028043373693823, -1.0055494453629545, -0.9031227722861492, 0.9301174064473346","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
,"0.856126990536598, 0.836561555367816, 0.8381431827788333, 0.913815891882838, 0.9358135503041709, 1.0392965017745754, 1.2531101892419279, 1.1568877178545716, 0.935007028341686, 0.9831507054488005, 0.96868602692746, 0.8864478535705757, 1.0552134794007906, 0.8508547798319344, 1.1248940246469532","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
pscd1tit6,"1.061815942306972, -1.3600325694849575, -1.2082082927445246, -0.8973684537363114, 1.1356617168451242, 0.6065962660933235, 0.8220075233506464, -1.0860386453061532, 0.9731297012471425, 1.2342312822119734, -1.1408526291272272, -1.003301035256076, 0.7408923609663316, 1.2333634339780222, 0.5535129864859685","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
f57l1,"1.0886808819161842, -1.126977447576385, -1.0886277378186227, 0.9886012699263587, 0.7768504036561946, -0.9328165688595071, -0.9038330006579797, -1.2055122107440017, -1.0308663855230535, 0.9914840422318106, -0.7868501904967189, 0.8970637162283577, 1.014516867688986, -1.0768237071171496, 0.9427997243684971","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
63nxkmpqo,"1.0574116137216556, 1.0327462594587056, -1.0459242780706124, -1.0601127260830001, 1.0111243275789432, -1.1479794375476544, 1.0728696417981056, 0.9275357017876534, 0.5378531156660886, 1.0340387299579203, 0.869310595968734, 0.7486700226326329, 1.1535786181637573, 0.8844393749229578, -0.9436775347814703","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
zil,"1.1410509354400118, -0.9556351775131989, -0.9453705146371927, -1.3138551899586401, -0.8085000041247405, 0.8099124648176553, 0.7413400178900534, -1.0659199222086986, -0.8874100108286046, -0.9404851148054599, -0.9634102392623091, 1.1504155999458507, -0.9904600623374262, 1.0995310554954898, -1.1454882835953564","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
jjza016lza,"1.0998832195702146, -1.136539478841654, -0.6862269071046654, 1.2320848559627262, -0.8377381552806349, 1.2624252521773527, -0.7643387932987454, 0.9662233534595395, 1.0103061626518044, -1.1682803561216075, 1.1754571185057383, -0.9735283978842554, 1.1855056018762484, 0.9382264897403305, 0.9251345859872321","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
ybdl,"1.1679300957294847, -1.1208799435522958, -1.1013564062866763, -0.8589896590831241, -1.1398398522973445, 0.8175085051902379, 0.7884693914645283, -1.1823019625802464, -1.0958057499031404, -1.0885392395974143, -1.0528935720529553, 1.115932453812971, -1.1627333271321882, 0.7577595912301975, -1.0545352121358447","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
iz4,"0.6292992972330675, -1.1018341958288447, -1.0074272739981476, 0.9420277773263657, -0.9346414232796071, 0.8898418126547608, -1.0301954302132492, 1.310543388567993, 0.9546681885530848, -1.218769860161177, 1.0839403582189637, -1.1200454486605993, 1.0307563300211244, 0.6509495198481831, 0.8848577154068777","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
,"0.928923098592502, 1.3085344669817227, 0.7770912648350289, 1.124612760241281, 0.8999102212132516, 0.9038523517150937, 1.0797955297196666, 0.8612608350723882, 1.1461265442554407, 0.9733698463895524, 1.2241180498510875, 1.0461580856956296, 1.1520791873185932, 0.914114525723363, 0.909540675184848","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
3hqrl,"0.8812063339862735, 0.8242595975492902, -0.8804391672689282, -0.9093317680957709, 0.8884858506912243, 0.626631153007037, 1.162227421385643, -1.058845372419002, 1.1262221913680408, 0.7791555832601502, -0.8846929292773127, 0.9840455314336795, -0.8083331563214553, -1.1716322520704592, 1.0461824335724694","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
yvxd,"1.0101066499606728, -1.233843807985981, -1.0002585101846506, -1.1029913952352541, -0.9661405428061256, 0.9834256015078336, 0.9553034656562831, -1.2940634709820675, -0.7458307796149385, -1.067953475740756, -0.9385095887078225, 1.1238452131686887, -0.9756753079770094, 1.2157550072550147, -1.1628252638024308","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
03,"1.1018114789203484, 0.8384264978579151, -0.9234763486257056, -1.0482696740989736, 0.6977286744811514, 1.1658881573212245, 0.9511128960324717, -1.2056191243289829, 1.1735147625417193, 0.8558308088617725, -1.0379425429460825, 1.1084361479470055, -0.8821817581715529, -1.053299187791278, 1.003004716125028","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
vs,"1.2681035631978643, -0.9880151166235126, -0.6655539757605331, -0.9390534969012458, 1.0415515460243392, -1.1130988375366613, 1.1362107051422816, 1.1557201963621373, 1.110519719082872, 0.7888873602353618, 1.029694610536851, -1.0067699227839695, -1.0344546370343095, -0.935782591377037, -1.3021318385282834","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
i,"1.214469031893259, -1.0447451519570514, -1.0951324966806768, 0.91824566860048, -0.9388231613927529, 1.0278861717577272, -0.639321858552979, 0.8631656101660541, 1.033661808485733, -1.06045781635722, 1.150687584207727, -0.9116470840982369, 1.1452560661627673, 1.0647402828481765, 0.9222105965510267","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
9nzqd97mz,"1.12697458108492, 1.119792613030534, -1.246206333112271, -1.088313864839834, -0.684845500708571, 1.3315498264351349, 1.184777318320232, -1.0368128772922727, -0.8140668903223931, -0.8907840697412978, -1.2869815564038842, -0.9981450231162083, 1.0129494133332995, -1.0103521985512391, -0.96145379451766","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
oo,"1.2593276376012275, -0.7726987542306443, -0.9125401293343928, 1.0262068309801202, -0.9270011795190729, -0.895933952316135, -1.0341603746582584, -1.0339153561403673, 1.0585488092507929, -1.3927549982956424, -0.9773187044016545, -1.1918500636260723, -1.1994829801827598, -0.7966081056521331, -1.1153626664601504","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
t,"1.043697957466036, -0.896464659993319, -0.6244227425648404, -0.8579213995752629, 0.9499369619334908, -0.9735931370947777, 1.0136061962063125, 0.8937979681021474, 0.7936691359155323, 0.9537588452175834, 1.278070183476661, -1.0339798432833598, -1.0737824001221576, -0.9853096905675184, -1.1314907186036396","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
ap,"1.0877684272323247, -0.9664692828807147, -0.9730968757996938, 0.993272016396071, 1.0194916657953785, 0.9951771916661004, -0.9070966440430657, 1.0673689737161025, -1.0680635679022852, 0.9789547482909191, 0.8283095094154252, 0.9802453638577787, -0.9547145048789719, 1.040504780422066, -0.917946126625091","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
